2,BOS
3,EOS
4,இந்த
5,இது
6,ஒரு
7,ஆனால்
8,என்று
9,நான்
10,அவர்
11,வேண்டும்
12,இல்லை
13,மற்றும்
14,அது
15,என்ன
16,ரூ
17,என
18,அந்த
19,உள்ளது
20,இதில்
21,தான்
22,மேலும்
23,எனக்கு
24,வருகிறது
25,நாம்
26,அவர்கள்
27,அரசு
28,இதனால்
29,இந்திய
30,இருக்கிறது
31,குறித்து
32,வருகின்றனர்
33,என்ற
34,விசாரணை
35,நீங்கள்
36,இந்தியா
37,செய்து
38,சில
39,அதை
40,செய்ய
41,என்றார்
42,என்
43,மக்கள்
44,பல
45,கைது
46,முதல்
47,அவரது
48,போலீசார்
49,என்பது
50,பின்னர்
51,முடியாது
52,இருந்தது
53,புதிய
54,எப்படி
55,ஏன்
56,எந்த
57,மீது
58,பிரதமர்
59,இவர்
60,படம்
61,இதை
62,இதற்கு
63,பேர்
64,தொடர்ந்து
65,நாங்கள்
66,மிகவும்
67,அதன்
68,இருக்கும்
69,இரண்டு
70,யார்
71,அதில்
72,பற்றி
73,லட்சம்
74,அல்லது
75,தற்போது
76,நல்ல
77,பெரிய
78,வெற்றி
79,மோடி
80,உள்ள
81,–
82,அவரை
83,இருந்து
84,வரும்
85,மத்திய
86,காரணம்
87,அப்போது
88,அதற்கு
89,இன்னும்
90,அவருக்கு
91,எனவே
92,காங்கிரஸ்
93,அங்கு
94,இதன்
95,ஆகும்
96,இந்தப்
97,தனது
98,சம்பவம்
99,கோடி
100,பிறகு
101,உங்கள்
102,இதையடுத்து
103,தமிழ்
104,தொடர்பாக
105,முடியும்
106,அவன்
107,தகவல்
108,கொண்டு
109,உள்ளன
110,அல்ல
111,பதிவு
112,எதுவும்
113,பாஜக
114,வரை
115,இரு
116,தெரிவித்தார்
117,அரசியல்
118,வழக்கு
119,நிலையில்
120,பெரும்
121,நடத்தி
122,மட்டுமே
123,மீண்டும்
124,இருக்க
125,ஒன்று
126,பல்வேறு
127,அவர்களுக்கு
128,1
129,மூலம்
130,மேற்கொண்டு
131,இதுவரை
132,விலை
133,கூறினார்
134,இந்தியாவில்
135,அப்படி
136,தெரியவில்லை
137,அவை
138,கடந்த
139,வேண்டாம்
140,முடியவில்லை
141,பொலிஸார்
142,ஆம்
143,தலைவர்
144,நீ
145,பதில்
146,முக்கிய
147,எனது
148,கூறியுள்ளார்
149,விரைவில்
150,இருவரும்
151,கலந்து
152,உடல்
153,மழை
154,மாநில
155,அதனால்
156,தேர்தல்
157,நிலை
158,ஒருவர்
159,அணி
160,5
161,மட்டும்
162,ஓர்
163,மிக
164,வந்தது
165,இதனை
166,சிகிச்சை
167,அனைத்து
168,வேறு
169,2
170,என்றும்
171,அதிக
172,யாரும்
173,பி
174,நடிகர்
175,அடுத்த
176,உதவி
177,கொள்ள
178,செய்தனர்
179,ஒவ்வொரு
180,உண்டு
181,நாள்
