BOS,2
EOS,3
இந்த,4
இது,5
ஒரு,6
ஆனால்,7
என்று,8
நான்,9
அவர்,10
வேண்டும்,11
இல்லை,12
மற்றும்,13
அது,14
என்ன,15
ரூ,16
என,17
அந்த,18
உள்ளது,19
இதில்,20
தான்,21
மேலும்,22
எனக்கு,23
வருகிறது,24
நாம்,25
அவர்கள்,26
அரசு,27
இதனால்,28
இந்திய,29
இருக்கிறது,30
குறித்து,31
வருகின்றனர்,32
என்ற,33
விசாரணை,34
நீங்கள்,35
இந்தியா,36
செய்து,37
சில,38
அதை,39
செய்ய,40
என்றார்,41
என்,42
மக்கள்,43
பல,44
கைது,45
முதல்,46
அவரது,47
போலீசார்,48
என்பது,49
பின்னர்,50
முடியாது,51
இருந்தது,52
புதிய,53
எப்படி,54
ஏன்,55
எந்த,56
மீது,57
பிரதமர்,58
இவர்,59
படம்,60
இதை,61
இதற்கு,62
பேர்,63
தொடர்ந்து,64
நாங்கள்,65
மிகவும்,66
அதன்,67
இருக்கும்,68
இரண்டு,69
யார்,70
அதில்,71
பற்றி,72
லட்சம்,73
அல்லது,74
தற்போது,75
நல்ல,76
பெரிய,77
வெற்றி,78
மோடி,79
உள்ள,80
–,81
அவரை,82
இருந்து,83
வரும்,84
மத்திய,85
காரணம்,86
அப்போது,87
அதற்கு,88
இன்னும்,89
அவருக்கு,90
எனவே,91
காங்கிரஸ்,92
அங்கு,93
இதன்,94
ஆகும்,95
இந்தப்,96
தனது,97
சம்பவம்,98
கோடி,99
பிறகு,100
உங்கள்,101
இதையடுத்து,102
தமிழ்,103
தொடர்பாக,104
முடியும்,105
அவன்,106
தகவல்,107
கொண்டு,108
உள்ளன,109
அல்ல,110
பதிவு,111
எதுவும்,112
பாஜக,113
வரை,114
இரு,115
தெரிவித்தார்,116
அரசியல்,117
வழக்கு,118
நிலையில்,119
பெரும்,120
நடத்தி,121
மட்டுமே,122
மீண்டும்,123
இருக்க,124
ஒன்று,125
பல்வேறு,126
அவர்களுக்கு,127
1,128
மூலம்,129
மேற்கொண்டு,130
இதுவரை,131
விலை,132
கூறினார்,133
இந்தியாவில்,134
அப்படி,135
தெரியவில்லை,136
அவை,137
கடந்த,138
வேண்டாம்,139
முடியவில்லை,140
பொலிஸார்,141
ஆம்,142
தலைவர்,143
நீ,144
பதில்,145
முக்கிய,146
எனது,147
கூறியுள்ளார்,148
விரைவில்,149
இருவரும்,150
கலந்து,151
உடல்,152
மழை,153
மாநில,154
அதனால்,155
தேர்தல்,156
நிலை,157
ஒருவர்,158
அணி,159
5,160
மட்டும்,161
ஓர்,162
மிக,163
வந்தது,164
இதனை,165
சிகிச்சை,166
அனைத்து,167
வேறு,168
2,169
என்றும்,170
அதிக,171
யாரும்,172
பி,173
நடிகர்,174
அடுத்த,175
உதவி,176
கொள்ள,177
செய்தனர்,178
ஒவ்வொரு,179
உண்டு,180
நாள்,181
வேலை,182
பெண்,183
அதிகம்,184
கூட,185
புகார்,186
இப்படி,187
உலக,188
இங்கு,189
நடந்து,190
இதுகுறித்து,191
உள்ளனர்,192
பின்,193
என்பதை,194
தேவை,195
சம்பவ,196
சமூக,197
நிறைய,198
கிடையாது,199
ஏற்பட்டது,200
அவள்,201
போலீஸாா்,202
உங்களுக்கு,203
வருகிறார்,204
விசாரணைகளை,205
அவருடைய,206
கூடாது,207
ரொம்ப,208
இவ்வாறு,209
நடவடிக்கை,210
குறித்த,211
ஒரே,212
செய்த,213
எல்லாம்,214
எம்,215
பெற்று,216
சொல்ல,217
சென்னை,218
கேள்வி,219
பெயர்,220
என்னை,221
தேர்வு,222
மூன்று,223
முறை,224
எனினும்,225
அமைச்சர்,226
இந்தியாவின்,227
படத்தில்,228
இருந்தார்,229
அவர்களை,230
திட்டம்,231
போலீஸார்,232
பணம்,233
நேரம்,234
பாதுகாப்பு,235
போது,236
அளவில்,237
தி,238
போட்டியில்,239
படத்தின்,240
இன்று,241
10,242
கடும்,243
காரணமாக,244
சிறந்த,245
உண்மை,246
மனைவி,247
பாகிஸ்தான்,248
நடைபெற்று,249
என்னால்,250
காயம்,251
பள்ளி,252
முடிவு,253
தொடர்பான,254
சரி,255
கொலை,256
நமக்கு,257
முன்னாள்,258
காவல்,259
செய்யும்,260
தெரியும்,261
விபத்தில்,262
அதுதான்,263
போன்ற,264
கட்சி,265
முதல்வர்,266
மகன்,267
தெலுங்கு,268
கொண்டனர்,269
க,270
அனைவரும்,271
நம்பிக்கை,272
மேலதிக,273
துறை,274
சுமார்,275
வருகின்றன,276
நிறுவனம்,277
தெரிவித்தனர்,278
நடிகை,279
தன்,280
நன்றி,281
முழுவதும்,282
தண்ணீர்,283
எஸ்,284
உள்ளார்,285
இரண்டாவது,286
இதுவே,287
மற்ற,288
4,289
செய்தார்,290
தற்கொலை,291
அந்தப்,292
ஐ,293
கிடைக்கும்,294
6,295
எங்கள்,296
காந்தி,297
செய்தி,298
திருமணம்,299
விட்டு,300
ரூபாய்,301
மேல்,302
இவை,303
அதற்கான,304
பலி,305
சிறப்பு,306
உடனடியாக,307
நடந்தது,308
வழக்குப்,309
மருத்துவமனையில்,310
நாடு,311
தொடர்பில்,312
மருத்துவமனைக்கு,313
டெல்லி,314
முன்,315
நேரத்தில்,316
நானும்,317
சேர்ந்த,318
தமிழக,319
குழந்தைகள்,320
ஆனாலும்,321
நான்கு,322
முதலில்,323
வந்து,324
இந்தக்,325
வேண்டிய,326
இடங்களில்,327
வீடு,328
இடையே,329
இந்தச்,330
பார்க்க,331
எண்ணிக்கை,332
முயற்சி,333
கார்,334
நம்,335
வருகிறார்கள்,336
சென்று,337
கருத்து,338
தேசிய,339
தெரியாது,340
மாணவர்கள்,341
தமிழகத்தில்,342
பைபிள்,343
நடக்கிறது,344
கொண்டார்,345
நடந்த,346
பார்த்து,347
பெண்கள்,348
படங்களில்,349
பலத்த,350
இதுதான்,351
ராகுல்,352
இங்கே,353
கொரோனா,354
பக்கம்,355
பணிகள்,356
யெகோவாவின்,357
ஏ,358
இவர்கள்,359
விடுதி,360
விசாரித்து,361
செல்லும்,362
தேர்தலில்,363
அமெரிக்க,364
வீட்டில்,365
பகுதியில்,366
வந்தார்,367
விவசாயிகள்,368
வந்த,369
இடம்,370
இல்லாமல்,371
ஏற்படும்,372
இருந்த,373
இதற்கான,374
டி,375
மிகப்பெரிய,376
எது,377
பெற,378
மு,379
செய்தது,380
ஆகிய,381
சேர்த்து,382
நீதிமன்றத்தில்,383
இவரது,384
இடத்தில்,385
செய்யவில்லை,386
3,387
பெற்ற,388
இனி,389
12,390
வாழ்க்கை,391
நமது,392
எங்கே,393
பா,394
படத்தை,395
20,396
என்றான்,397
திமுக,398
காலம்,399
நடைபெற்றது,400
ஏதும்,401
முழு,402
தமிழ்நாடு,403
ஆகவே,404
கே,405
தீ,406
அதிபர்,407
அதிகாரிகள்,408
கொண்ட,409
அடிப்படையில்,410
மொத்த,411
இடத்திற்கு,412
நிச்சயமாக,413
வீடியோ,414
எங்களுக்கு,415
இவருக்கு,416
50,417
முக்கியமான,418
சீனா,419
பொலிசார்,420
மேற்பட்டோர்,421
குழந்தை,422
இப்போது,423
அளவு,424
ஏற்பட்டுள்ளது,425
போலீஸ்,426
நடித்து,427
அரசின்,428
இருக்கிறேன்,429
ஆண்டு,430
